SMILES,E1-CC2,E2-CC2,f1-CC2,f2-CC2,E1-PBE0,E2-PBE0,f1-PBE0,f2-PBE0,E1-PBE0,E2-PBE0,f1-PBE0,f2-PBE0,E1-CAM,E2-CAM,f1-CAM,f2-CAM
CCN(CCCO)CCCCO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22630,0.00,0.00,0.00
N=C(CCCN)CCCO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20034,0.00,0.00,0.00
NCCCCCCCCF,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23745,0.00,0.00,0.00
C=CCCC=CCCCCCC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25146,0.00,0.00,0.00
C=C(C=CCO)Cc1ccoc1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19936,0.00,0.00,0.00
NCCOCc1ncc[nH]1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23610,0.00,0.00,0.00
C=CCOCCCN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23668,0.00,0.00,0.00
CCCCCCOCCCCCO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26543,0.00,0.00,0.00
CCC=CCCCCCCCC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26386,0.00,0.00,0.00
CCNCCCCCCN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22973,0.00,0.00,0.00
CCCOc1ccoc1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21196,0.00,0.00,0.00
OC=CCCCC1CC1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21956,0.00,0.00,0.00
C=CCCCCCO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26468,0.00,0.00,0.00
OC=CCCCCCO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21962,0.00,0.00,0.00
CCCCCNCCO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24202,0.00,0.00,0.00
C=C(CO)CCCNCC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22760,0.00,0.00,0.00
CCCCCCNCCCC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22855,0.00,0.00,0.00
CCCNNCC1=CCCCC1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20799,0.00,0.00,0.00
CC#CCCCCCC1CC1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24049,0.00,0.00,0.00
CCNCCNCCC=CCCC(C)C,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22261,0.00,0.00,0.00
CCNCCCCNCNCCO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23296,0.00,0.00,0.00
CCNCCCCCCOCC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22999,0.00,0.00,0.00
CNCNCCCF,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23951,0.00,0.00,0.00
C=C(CC)c1ccco1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18169,0.00,0.00,0.00
CCCCCCCCCCC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32320,0.00,0.00,0.00
CCCNCCCCOO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23015,0.00,0.00,0.00
N#CCCCc1ccc[nH]1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22152,0.00,0.00,0.00
C=CCCCCCC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27287,0.00,0.00,0.00
CCOCOCCOC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27906,0.00,0.00,0.00
CCCCOCCC=CC(C)C,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26231,0.00,0.00,0.00
CCN(C)Cc1ccoc1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22931,0.00,0.00,0.00
CCC(=O)NC1CCC1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21183,0.00,0.00,0.00
OCCNCCCCCCNO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23638,0.00,0.00,0.00
COCn1cccn1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24065,0.00,0.00,0.00
CCC=C(C)C(C)C,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25439,0.00,0.00,0.00
OCOCCCc1cn[nH]c1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23743,0.00,0.00,0.00
CCC=CCCC(C)N,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24074,0.00,0.00,0.00
CCCNCCC(C)C,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23293,0.00,0.00,0.00
C#CCCCCC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24288,0.00,0.00,0.00
CNCc1cn[nH]c1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23293,0.00,0.00,0.00
CCCCCCOCO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28950,0.00,0.00,0.00
CCCCCOCCNCC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23475,0.00,0.00,0.00
CCCc1ccc(O)o1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21229,0.00,0.00,0.00
C=CCN(CC)CCOCCCCOC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21241,0.00,0.00,0.00
C=CCCC=CCCCCCN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23942,0.00,0.00,0.00
CC(C)NC(=O)O,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26334,0.00,0.00,0.00
NCCCC=CCCO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23840,0.00,0.00,0.00
Cc1ccc(CCN(C)C)o1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21689,0.00,0.00,0.00
CN(CO)Cc1ncc[nH]1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23319,0.00,0.00,0.00
CNCCCC#CCN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22772,0.00,0.00,0.00
Cc1ccc(COC#N)o1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20705,0.00,0.00,0.00
CCCNCc1ccc[nH]1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22338,0.00,0.00,0.00
C=C(C)C(O)C(C)C,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25417,0.00,0.00,0.00
CCCCc1cc[nH]c1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22269,0.00,0.00,0.00
CCCCC=CC=CCO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20470,0.00,0.00,0.00
CCNCCCC=CC1CCC1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23238,0.00,0.00,0.00
N#CCCCC1CC1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28155,0.00,0.00,0.00
C=C(CCOC)CC1CC1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26469,0.00,0.00,0.00
CCCCOC=CCN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23829,0.00,0.00,0.00
C=CCCC1=CCCCC1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24474,0.00,0.00,0.00
COc1cnn(C)c1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21642,0.00,0.00,0.00
CCON(C)CCCCCO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25037,0.00,0.00,0.00
C=CCCC=CCC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25972,0.00,0.00,0.00
CCCCCCCCOCC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27457,0.00,0.00,0.00
CCCNC(C)CCCN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23277,0.00,0.00,0.00
C=C(CC)COC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25867,0.00,0.00,0.00
OOCOCCC1=CCCCC1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23161,0.00,0.00,0.00
COCCCCCCc1ccco1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22286,0.00,0.00,0.00
C=COCCCCCCCCN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23797,0.00,0.00,0.00
C#CCCCNCCCCO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23403,0.00,0.00,0.00
NCCCC1=CCCNC1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22060,0.00,0.00,0.00
COCCCNCCCO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24518,0.00,0.00,0.00
CCCOCCCO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28247,0.00,0.00,0.00
C=CCCCCC=C,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27048,0.00,0.00,0.00
C=CCNCCCCCCNCC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22323,0.00,0.00,0.00
CCCCC=CCCC=CCCO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25436,0.00,0.00,0.00
NCCCNCCN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23519,0.00,0.00,0.00
CCOCc1ccn[nH]1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24439,0.00,0.00,0.00
CNOCCCCCCCCN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23616,0.00,0.00,0.00
OCCCn1cccn1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23887,0.00,0.00,0.00
C#CCCCNCCOC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24293,0.00,0.00,0.00
C=C(CCCC)COC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25707,0.00,0.00,0.00
CCCCCCCOCCO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.28194,0.00,0.00,0.00
CCCNCc1ccc(C)o1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21450,0.00,0.00,0.00
COC1C=CC=CC1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18080,0.00,0.00,0.00
CC=CCCCCOCC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26298,0.00,0.00,0.00
OCCNCCO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25387,0.00,0.00,0.00
OCCCCC=CCCC1CC1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25592,0.00,0.00,0.00
FCC1=CCCCC1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25085,0.00,0.00,0.00
C=CCCCCOCCCO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.26576,0.00,0.00,0.00
C=CCCOCCCCC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.27348,0.00,0.00,0.00
CN(C)CCCNCCCCO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23704,0.00,0.00,0.00
CCNC(=O)CCOCC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21291,0.00,0.00,0.00
C#CCCCCC#C,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.24191,0.00,0.00,0.00
CCC=CCNCCCCC(C)C,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23740,0.00,0.00,0.00
C=NCOCCCCCC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19143,0.00,0.00,0.00
CCCNCCCCCN,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22545,0.00,0.00,0.00
CCCNCCC(O)CCO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23381,0.00,0.00,0.00
CCNCCCCOCCO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22541,0.00,0.00,0.00
N=CCc1ccco1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.19710,0.00,0.00,0.00
CCNC(C)=O,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21542,0.00,0.00,0.00
CCCNCCCOO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22298,0.00,0.00,0.00
CCCCCCCCCON,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25646,0.00,0.00,0.00
CCOCc1ccoc1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.23142,0.00,0.00,0.00
NOCCCC=CCCO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25919,0.00,0.00,0.00
C=CCOC,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25557,0.00,0.00,0.00
